dataset,treatment,propensity_score
simulation,0,0.24834190807056325
simulation,1,0.2858472623970121
simulation,1,0.2980622275116783
simulation,0,0.30006503826017994
simulation,0,0.15512173160209156
simulation,1,0.6416895454243358
simulation,1,0.39536486864725284
simulation,0,0.13495199231421381
simulation,0,0.2705826333535137
simulation,1,0.49754215181316525
simulation,1,0.6750393064189689
simulation,1,0.8611795681442729
simulation,0,0.8793938254199833
simulation,0,0.5529506614575475
simulation,0,0.20340801461687888
simulation,0,0.12861488630630616
simulation,1,0.5409249877618136
simulation,0,0.23271623130762878
simulation,0,0.2725117732542814
simulation,0,0.3291240426935007
simulation,1,0.4348621467909293
simulation,1,0.6697884431208623
simulation,0,0.4682956734103524
simulation,0,0.41243550317286104
simulation,0,0.23385497243059739
simulation,1,0.13931641864128516
simulation,1,0.3348712791102563
simulation,1,0.4437165759891443
simulation,1,0.7844759888858671
simulation,0,0.4838763235416496
simulation,1,0.6574909204232882
simulation,0,0.3487661633073684
simulation,0,0.22820080464011494
simulation,0,0.20744505246353817
simulation,0,0.23280780948553392
simulation,1,0.8198453629918108
simulation,0,0.2933530993870977
simulation,1,0.6546380601076704
simulation,1,0.20741218131942799
simulation,0,0.6351318092595751
simulation,1,0.4860543193210812
simulation,0,0.3575287492607495
simulation,1,0.3929802532020074
simulation,0,0.2529709055558271
simulation,0,0.5315341619419823
simulation,0,0.2980235276091891
simulation,0,0.17587187103913612
simulation,0,0.16748856891347624
simulation,1,0.5184432215696932
simulation,1,0.7681387942255549
simulation,0,0.5922749615896928
simulation,0,0.367920787335708
simulation,1,0.5610922719621311
simulation,0,0.6869116184614774
simulation,1,0.4728583351173472
simulation,0,0.32559568538277883
simulation,1,0.7606077527929501
simulation,1,0.6086544783636204
simulation,0,0.7744835379582964
simulation,0,0.44164098568528526
simulation,0,0.13777424329588583
simulation,0,0.15032861996702054
simulation,1,0.8361539039276851
simulation,1,0.8049924354820507
simulation,0,0.4392802936834567
simulation,0,0.4022583984404382
simulation,1,0.802229918559566
simulation,0,0.22158457038278825
simulation,0,0.27131207087488773
simulation,0,0.6516246743721748
simulation,0,0.28837873594128155
simulation,1,0.42338418035715863
simulation,0,0.3854322798271874
simulation,0,0.5580882237280851
simulation,1,0.7657854721168267
simulation,0,0.3539238796934581
simulation,1,0.6820677193939924
simulation,0,0.06854025982623771
simulation,0,0.4469247870470525
simulation,0,0.2746293460400228
simulation,0,0.14121479096538256
simulation,0,0.38214592295811717
simulation,0,0.43397330835389086
simulation,1,0.6970529088504794
simulation,1,0.16244760498443125
simulation,1,0.4926363872963046
simulation,1,0.3260984496469985
simulation,1,0.42107109276444543
simulation,1,0.6137180128404331
simulation,1,0.6045974616278882
simulation,1,0.7447770174104906
simulation,0,0.3337099144283869
simulation,1,0.26305953507963953
simulation,1,0.5193501423254874
simulation,1,0.4169502120414686
simulation,1,0.43903862334051047
simulation,0,0.2412804496041112
simulation,0,0.46312586815319773
simulation,0,0.49468026405789856
simulation,0,0.8431950144953081
simulation,1,0.8017389244119674
simulation,0,0.2840391839653296
simulation,0,0.2692931251143099
simulation,0,0.12489015987420507
simulation,1,0.30870769133572384
simulation,0,0.420962652237636
simulation,0,0.7503123860311143
simulation,0,0.23503611495732882
simulation,1,0.27323222764708366
simulation,0,0.09548988118862935
simulation,1,0.3867441620333665
simulation,1,0.23947004405133684
simulation,1,0.266540967607816
simulation,0,0.19451169129829704
simulation,1,0.48726454047173534
simulation,0,0.10818245658493653
simulation,0,0.16809043621928968
simulation,1,0.8360282667179385
simulation,0,0.16414167856884948
simulation,0,0.19209820284616794
simulation,1,0.8234459363883343
simulation,1,0.8678898054145057
simulation,0,0.18956856944284084
simulation,1,0.37195841326908413
simulation,1,0.44511204964508594
simulation,1,0.7999060669601344
simulation,0,0.1711572164118405
simulation,0,0.404501849605136
simulation,1,0.5221923440837495
simulation,1,0.5852189808539351
simulation,1,0.33346600214458066
simulation,1,0.43322474313133974
simulation,0,0.182786291894396
simulation,0,0.371876624699002
simulation,0,0.36453797611721156
simulation,0,0.5167611729449844
simulation,0,0.2840631639326973
simulation,1,0.5990362115577682
simulation,1,0.6426328693655718
simulation,0,0.4925666587138433
simulation,0,0.5477892913175935
simulation,0,0.3640653318494683
simulation,0,0.45023896026859395
simulation,1,0.25759387932550104
simulation,1,0.54228163994331
simulation,0,0.4521582922001927
simulation,1,0.8154334310144405
simulation,1,0.8163671783162681
simulation,0,0.4935445426032404
simulation,0,0.23876363127537473
simulation,0,0.2068181923548425
simulation,1,0.744960698562982
simulation,0,0.5222026798363713
simulation,1,0.5484187162787066
simulation,0,0.15565628298451753
simulation,1,0.6648387702866781
simulation,0,0.46849193482938223
simulation,0,0.16781646694709476
simulation,0,0.34835640493965747
simulation,1,0.5360718536070088
simulation,0,0.40353764776496504
simulation,0,0.47664497317387944
simulation,0,0.490485134680098
simulation,1,0.32692114225232694
simulation,0,0.5070849070846407
simulation,1,0.8235656344377752
simulation,0,0.1092576206016855
simulation,0,0.3808102059230428
simulation,0,0.46161062465776287
simulation,1,0.5431295870942442
simulation,0,0.39568416872473805
simulation,0,0.13806685053254267
simulation,1,0.504622019620916
simulation,1,0.8284074416359976
simulation,0,0.14412475585741455
simulation,0,0.669661675770714
simulation,1,0.4087301339332386
simulation,0,0.3860611228889316
simulation,0,0.21625230432064188
simulation,1,0.4047665322390962
simulation,1,0.7660329785726423
simulation,0,0.6186964125833846
simulation,1,0.7717791995676989
simulation,1,0.7491338926905736
simulation,0,0.4263805963089497
simulation,1,0.7924747875283068
simulation,0,0.4939284179532449
simulation,1,0.5849098205762742
simulation,0,0.4067156476841555
simulation,0,0.4665052561218246
simulation,0,0.20456290477115613
simulation,1,0.7212261073850442
simulation,0,0.20575313265168763
simulation,0,0.6575592947764715
simulation,0,0.3413922479634426
simulation,1,0.7378684004455298
simulation,1,0.6284108403363894
simulation,1,0.8300263363320367
simulation,1,0.6855760434882197
simulation,0,0.12948033832483896
simulation,0,0.47621322065909255
simulation,0,0.15115241121494863
simulation,0,0.23225856367082004
simulation,0,0.802548661223853
simulation,1,0.5434377408722693
simulation,0,0.2470920427714298
simulation,0,0.22309458064689364
simulation,0,0.38994213597463
simulation,1,0.1572535903041012
simulation,0,0.2487540581572726
simulation,1,0.45195343573484953
simulation,1,0.7129430781707553
simulation,1,0.6294682767180815
simulation,0,0.16324501783760978
simulation,1,0.5594253234671664
simulation,1,0.520261977263865
simulation,0,0.5141324734467475
simulation,1,0.8275039241436024
simulation,0,0.16297220867461915
simulation,0,0.2810124532418334
simulation,1,0.579574719655179
simulation,0,0.13220339073778972
simulation,1,0.8228665848786085
simulation,1,0.521174238522331
simulation,0,0.6234578395757665
simulation,0,0.3030157233871098
simulation,1,0.6708150456908993
simulation,1,0.662643472870002
simulation,0,0.4929990436761909
simulation,1,0.553485133338368
simulation,1,0.5873258888175806
simulation,0,0.2321330459777384
simulation,0,0.4054976330882434
simulation,0,0.41936120626964607
simulation,0,0.6275453854020456
simulation,0,0.7331872887013807
simulation,0,0.21163783289602814
simulation,1,0.4203994291888356
simulation,1,0.7429607184653674
simulation,0,0.2852810901466021
simulation,0,0.23311917999453796
simulation,1,0.5035077905872555
simulation,0,0.616061284191521
simulation,0,0.4422848345449059
simulation,1,0.7607796773627339
simulation,0,0.5840000871552441
simulation,0,0.6148797545253858
simulation,1,0.550030025239903
simulation,0,0.8347220434822835
simulation,1,0.44769550559703186
simulation,0,0.10358533392844319
simulation,0,0.7604761480634468
simulation,1,0.35647100088269484
simulation,1,0.4861831334143828
simulation,0,0.7360420547657079
simulation,0,0.12844015639796783
simulation,1,0.21796720726073426
simulation,0,0.12538555324849435
simulation,0,0.168588874274918
simulation,1,0.5184763654700414
simulation,1,0.5573781242356278
simulation,0,0.6074966702519601
simulation,0,0.16200012819830065
simulation,0,0.11516906939475718
simulation,1,0.4842124957423883
simulation,1,0.3055556726040265
simulation,1,0.5244809197281352
simulation,0,0.605320921448921
simulation,1,0.48762902859376867
simulation,0,0.5818582234869313
simulation,0,0.48678723239563126
simulation,0,0.5902908956742952
simulation,0,0.26707681827483026
simulation,0,0.387059584938683
simulation,0,0.5403269850253595
simulation,0,0.6276078023056393
simulation,0,0.3453345186678877
simulation,0,0.6055434863392195
simulation,1,0.47882166665023956
simulation,1,0.48555643975159896
simulation,1,0.5943499559685741
simulation,0,0.11697842993696403
simulation,0,0.23081087293021216
simulation,0,0.1633316463150032
simulation,0,0.1213623165492767
simulation,0,0.27492773984576974
simulation,1,0.6864992279205864
simulation,0,0.43135651340237713
simulation,1,0.4477470051402487
simulation,1,0.7445855893843086
simulation,1,0.7221859934946475
simulation,0,0.4255776497938901
simulation,0,0.7759274897664503
simulation,0,0.49664234949082126
simulation,0,0.3019726042898389
simulation,0,0.2650591378343068
simulation,1,0.15535153457357298
simulation,0,0.2575514214369607
simulation,0,0.3299691829942724
simulation,1,0.6017837837366936
simulation,1,0.836167414121694
simulation,1,0.17836585845423156
simulation,0,0.5646275551324579
simulation,0,0.206671023135945
simulation,0,0.5775629370887257
simulation,1,0.46448546932473384
simulation,0,0.12902755282729317
simulation,1,0.6381387769042423
simulation,0,0.3326724452509466
simulation,1,0.2638690241810276
simulation,0,0.2474147652019856
simulation,0,0.3131455731818988
simulation,0,0.4864433033862775
simulation,0,0.4356471678865161
simulation,1,0.5274035815625165
simulation,1,0.4228820417326797
simulation,1,0.7360601354961798
simulation,1,0.3692474235475397
simulation,0,0.1328142020663366
simulation,1,0.724666345917108
simulation,0,0.3176465220265879
simulation,1,0.678842074789534
simulation,1,0.5648307836238874
simulation,0,0.4360410567554002
simulation,0,0.47581579969007665
simulation,1,0.7943969118737204
simulation,1,0.8057113516735451
simulation,1,0.390797598250055
simulation,1,0.45695935323368997
simulation,1,0.6040191554550455
simulation,1,0.2578412403403189
simulation,0,0.5139036865066601
simulation,1,0.3286869979040358
simulation,0,0.47545691856017863
simulation,0,0.3129679807563572
simulation,0,0.14332343137319728
simulation,0,0.09901735572991016
simulation,0,0.1861414951201684
simulation,0,0.3425844639913573
simulation,1,0.34935098767062095
simulation,1,0.8324059321556283
simulation,0,0.7287084756233914
simulation,1,0.20049022488704438
simulation,1,0.5387643390732146
simulation,1,0.4132534084308732
simulation,1,0.4221058640545409
simulation,1,0.4030310806976143
simulation,0,0.6390461440816821
simulation,0,0.38377217150768167
simulation,1,0.6895345234344554
simulation,0,0.15221183734796848
simulation,0,0.40091472363660613
simulation,1,0.8459371509693705
simulation,0,0.5266519155062662
simulation,1,0.7677799855525945
simulation,0,0.4493430102282478
simulation,1,0.5602511412778765
simulation,0,0.42219534995187935
simulation,0,0.3454518723638101
simulation,0,0.25792101280657503
simulation,1,0.47437040318078794
simulation,1,0.24745078156979214
simulation,0,0.6500787903688494
simulation,1,0.7411293492970524
simulation,0,0.5245099578715924
simulation,1,0.3289223069014039
simulation,1,0.5825312144518766
simulation,0,0.4053513017079043
simulation,1,0.6749560261571342
simulation,0,0.1628409887242214
simulation,0,0.3740949748705965
simulation,0,0.11166790237772965
simulation,0,0.1530547115217485
simulation,1,0.7256204185160589
simulation,1,0.631389461964621
simulation,0,0.323170612960759
simulation,0,0.15928118225552693
simulation,0,0.06974594520407672
simulation,0,0.37354225279536246
simulation,1,0.885793288559982
simulation,0,0.5987375368870862
simulation,0,0.2876929864859122
simulation,0,0.499366609119716
simulation,0,0.2009150385181357
simulation,0,0.3489425055163644
simulation,0,0.44585885780787005
simulation,1,0.43625443372451217
simulation,1,0.676639764929063
simulation,0,0.5639674079474646
simulation,0,0.5637502225750125
simulation,0,0.2431886442142842
simulation,1,0.6737562074703869
simulation,1,0.8278929063877002
simulation,0,0.22732592424027256
simulation,0,0.21592766872519703
simulation,1,0.7572985035830684
simulation,0,0.4246125467577177
simulation,0,0.7878364823302023
simulation,1,0.33546214351344644
simulation,1,0.7542282765518832
simulation,0,0.40625817349553844
simulation,0,0.4851316615715114
simulation,0,0.7819669334544721
simulation,0,0.2977401012259866
simulation,0,0.21803534008878872
simulation,1,0.31687902920019606
simulation,1,0.6107987333750962
simulation,0,0.1447186322095148
simulation,0,0.529034645871386
simulation,0,0.3004312197249352
simulation,1,0.7155690666495742
simulation,0,0.07601403505868194
simulation,0,0.2571037961700581
simulation,0,0.11129561897196505
simulation,0,0.2974229746194053
simulation,0,0.4705910219553279
simulation,0,0.350292466659394
simulation,0,0.32176336927623406
simulation,1,0.4141601122100378
simulation,1,0.5247922555820835
simulation,1,0.17405082169790564
simulation,1,0.6280304220879331
simulation,1,0.6188688374175492
simulation,1,0.6276632870244675
simulation,1,0.5116987918904572
simulation,0,0.44981301601703816
simulation,0,0.8073031040038917
simulation,0,0.4349576678687932
simulation,0,0.3017105466984068
simulation,0,0.28170073313033894
simulation,0,0.22653800934525184
simulation,0,0.2013147227443764
simulation,0,0.2404229828941488
simulation,0,0.34493509828091756
simulation,1,0.4880590189699426
simulation,1,0.42243676818413745
simulation,0,0.2289307503317158
simulation,1,0.6775259825548334
simulation,1,0.5756956594256536
simulation,1,0.39989272321823427
simulation,0,0.348289951186788
simulation,1,0.5728774725104815
simulation,1,0.5046231404219425
simulation,0,0.14627510976079244
simulation,0,0.4801943601678954
simulation,1,0.5152803477066075
simulation,1,0.22084574933892867
simulation,0,0.4397600167796589
simulation,0,0.13887035921021956
simulation,1,0.8047799322852225
simulation,1,0.80508919958606
simulation,1,0.3107628909393012
simulation,0,0.5408832335173513
simulation,0,0.10812019400499892
simulation,0,0.14779757575214783
simulation,1,0.3419197377258837
simulation,0,0.2083335742277566
simulation,0,0.5969891874772086
simulation,1,0.7826547339496478
simulation,0,0.1548617102886937
simulation,1,0.2926069453193435
simulation,0,0.43953698336655417
simulation,1,0.80853748593297
simulation,0,0.13336128603558667
simulation,1,0.4522136087579158
simulation,1,0.8396015788244564
simulation,0,0.10541104487112055
simulation,0,0.15842731179318797
simulation,0,0.36075052486166104
simulation,1,0.30855627180882284
simulation,0,0.6882649604637463
simulation,1,0.5390799438867923
simulation,0,0.09513704769006424
simulation,1,0.5531497411517939
simulation,0,0.29680254068575435
simulation,1,0.7544155184944281
simulation,0,0.2505570862555528
simulation,0,0.25734767458093766
simulation,1,0.5101670463955519
simulation,0,0.6746896969358412
simulation,1,0.5727218127393212
simulation,0,0.11088751344512776
simulation,0,0.5763955009811849
simulation,0,0.2379286810838286
simulation,0,0.43422827809758074
simulation,0,0.1674912269839274
simulation,0,0.4713713865195105
simulation,0,0.19811560800030067
simulation,0,0.16035232698338384
simulation,0,0.5679589708979468
simulation,0,0.49603730086010195
simulation,0,0.2716965115042484
simulation,1,0.73333174970362
simulation,0,0.2533719043817795
simulation,1,0.44571055503691
simulation,1,0.5258922882663987
simulation,1,0.302286523996516
simulation,0,0.6014555250952757
simulation,0,0.33122495800690416
simulation,1,0.2716626794700535
simulation,0,0.7755379675752271
simulation,1,0.2161688904356308
simulation,0,0.08248953208751382
simulation,1,0.7699511740605536
simulation,1,0.8876099265903588
simulation,0,0.35354728257324225
simulation,0,0.0972337160123597
simulation,0,0.2929168144191439
simulation,1,0.28482029274718207
simulation,1,0.5307453909405696
simulation,0,0.2427404649764199
simulation,0,0.5182009620729233
simulation,1,0.5436104224138694
simulation,0,0.15030845879285182
simulation,0,0.575780259036663
simulation,1,0.8448104557069795
simulation,0,0.4440191461825071
simulation,1,0.33104211979430914
simulation,1,0.4948842978968347
simulation,0,0.5261473682629657
simulation,0,0.13825760584217797
simulation,0,0.40835183743942827
simulation,0,0.3411266668594336
simulation,1,0.8068534789102366
simulation,1,0.42013731851648106
simulation,1,0.7548326088158294
simulation,0,0.17412739524958626
simulation,1,0.5682096651167226
simulation,0,0.5087327329105267
simulation,0,0.2640742405257177
simulation,0,0.4556844039028185
simulation,1,0.6907229319452964
simulation,1,0.393488817445044
simulation,0,0.1434584760507407
simulation,1,0.45838173437178015
simulation,0,0.23115859369244618
simulation,1,0.36350146896601754
simulation,1,0.4096705027026114
simulation,0,0.14433480494613868
simulation,0,0.18687407626755106
simulation,0,0.6625907395577327
simulation,1,0.2903475677006414
simulation,1,0.05707761311651792
simulation,1,0.6055140941600242
simulation,1,0.4773690103917572
simulation,0,0.2336367480777272
simulation,0,0.20830351585035864
simulation,1,0.6046072126252098
simulation,0,0.5660585995896011
simulation,1,0.8524395281003814
simulation,1,0.5602321574290219
simulation,0,0.5765899456665639
simulation,1,0.3971043500153332
simulation,1,0.6372103229084541
simulation,1,0.5692766983401383
simulation,1,0.7579947981806587
simulation,0,0.3162627172313359
simulation,0,0.35366930092000887
simulation,1,0.35643900957886515
simulation,1,0.6484606152268335
simulation,1,0.8385505691761738
simulation,1,0.28992351543764533
simulation,0,0.24302292921517568
simulation,0,0.4840334248031601
simulation,0,0.4095191897935558
simulation,1,0.7274747770026261
simulation,0,0.13691288092062778
simulation,0,0.2365095443118541
simulation,0,0.28253248515506335
simulation,1,0.08812465820560922
simulation,0,0.2141694314482781
simulation,0,0.25289195364246614
simulation,1,0.38409846031698247
simulation,1,0.7309303567330849
simulation,1,0.3250138806517009
simulation,0,0.17715471938697858
simulation,1,0.37404831104986397
simulation,0,0.7093247172612058
simulation,0,0.23537966578841774
simulation,0,0.26255051811044816
simulation,1,0.51907628744177
simulation,0,0.3434306365593101
simulation,1,0.6148171540833136
simulation,1,0.5102086758682935
simulation,1,0.5917719498034221
simulation,0,0.17747442315058057
simulation,1,0.43743596393571493
simulation,1,0.42363365066614106
simulation,0,0.18793457322581808
simulation,1,0.13839977364726927
simulation,0,0.7005273770077437
simulation,1,0.31989225444946756
simulation,0,0.23446721365856243
simulation,0,0.445729671410386
simulation,1,0.7433112065252989
simulation,1,0.10438237193719158
simulation,1,0.1627357707962976
simulation,0,0.3017571471036912
simulation,1,0.8119437358269035
simulation,0,0.5631559175244608
simulation,0,0.5807732353978056
simulation,0,0.1976118774404442
simulation,0,0.18706291389810456
simulation,0,0.5436666364879479
simulation,1,0.4567734487024174
simulation,1,0.5760977676111365
simulation,1,0.41915349113415235
simulation,0,0.45720468970626543
simulation,0,0.5256049843170675
simulation,1,0.6413681503651819
simulation,1,0.7062009651692979
simulation,0,0.12333178407900357
simulation,0,0.10076447073496006
simulation,1,0.6948636591370584
simulation,1,0.6258495191935853
simulation,0,0.14534866067098423
simulation,0,0.11372671810836044
simulation,0,0.3759832907329235
simulation,1,0.6712281797838543
simulation,1,0.7776212677245261
simulation,1,0.5980495952275464
simulation,0,0.3166311343250673
simulation,1,0.23019168486818567
simulation,0,0.4127451577982757
simulation,0,0.23797136396661586
simulation,0,0.18673409178986333
simulation,1,0.8160005267205422
simulation,0,0.8616779437327196
simulation,1,0.7117416031686165
simulation,0,0.21242231547727278
simulation,0,0.698361481160796
simulation,0,0.606196635019799
simulation,1,0.5595344223777061
simulation,1,0.7591591459168132
simulation,0,0.5622867785523771
simulation,1,0.6703191475737164
simulation,0,0.5369763837903233
simulation,1,0.4723476805921835
simulation,0,0.11281273611087594
simulation,1,0.47688381537602126
simulation,0,0.2893561027286078
simulation,0,0.1839774061305294
simulation,1,0.7945218772509572
simulation,1,0.8275889021234054
simulation,0,0.7649983983537557
simulation,1,0.4948631476508519
simulation,1,0.7213074948329378
simulation,0,0.36423299117088437
simulation,0,0.5181812075981648
simulation,0,0.15655211623869406
simulation,1,0.5079674229785096
simulation,1,0.3847078751873734
simulation,0,0.18106765103977734
simulation,1,0.4496674623833498
simulation,0,0.5299458675081633
simulation,1,0.8109491564425905
simulation,1,0.6670799011475967
simulation,1,0.47799867169073595
simulation,0,0.42271921848715094
simulation,0,0.4518824047485963
simulation,1,0.419363465360088
simulation,0,0.18872492399759247
simulation,0,0.3694538621874641
simulation,0,0.27001852780755364
simulation,0,0.14592474435723551
simulation,0,0.5420768921667577
simulation,1,0.49005670931415757
simulation,0,0.11364120271124517
simulation,0,0.3077149239324443
simulation,0,0.6675251751940001
simulation,0,0.6894637631511386
simulation,0,0.6993444025838171
simulation,1,0.4921784846733987
simulation,0,0.24872135812851914
simulation,0,0.19254379736577887
simulation,1,0.5042724691435673
simulation,1,0.5400962963364246
simulation,1,0.6696641955305696
simulation,1,0.6858663559735743
simulation,1,0.3784656886944391
simulation,0,0.206565294567472
simulation,0,0.3145380939637031
simulation,0,0.4472310552581685
simulation,1,0.3857170020277751
simulation,0,0.2761421185685172
simulation,0,0.46614202845880914
simulation,0,0.3368793622659242
simulation,0,0.2695012530690534
simulation,1,0.5082092038522747
simulation,0,0.26194161500792895
simulation,0,0.4969791076956146
simulation,1,0.43202456876488365
simulation,0,0.24987215384603934
simulation,0,0.33094228909572504
simulation,1,0.7137533680370975
simulation,0,0.2323351844793985
simulation,1,0.11795445462891901
simulation,0,0.1448006317862558
simulation,0,0.4545540611391229
simulation,1,0.4891791330305014
simulation,0,0.4278462651771962
simulation,0,0.757455830076366
simulation,0,0.09026085683120118
simulation,0,0.5662159397019798
simulation,1,0.793214612140882
simulation,1,0.2287762273337624
simulation,1,0.4052797239767902
simulation,0,0.31769086514400013
simulation,0,0.24847077446343022
simulation,0,0.42340714134716034
simulation,1,0.7931815804734468
simulation,1,0.8234049574805582
simulation,0,0.31011093263699163
simulation,1,0.8335787093831424
simulation,0,0.45745480640041175
simulation,1,0.8775866920867661
simulation,0,0.3711562954237244
simulation,0,0.5066058270246588
simulation,1,0.5489545794212
simulation,1,0.8853807872612571
simulation,1,0.5911824846644335
simulation,1,0.3281970126376092
simulation,1,0.6053617092366833
simulation,0,0.28566914937294835
simulation,0,0.235986790363117
simulation,1,0.6492497173391896
simulation,1,0.4799260259978279
simulation,1,0.4368194355339488
simulation,0,0.42153993045515864
simulation,1,0.4701692246542487
simulation,0,0.5145682998211771
simulation,0,0.1492291383237662
simulation,1,0.5382148781048379
simulation,0,0.26244994594101473
simulation,0,0.12350581469209435
simulation,1,0.3605894546035279
simulation,0,0.4431431463692063
simulation,0,0.24307455527561864
simulation,1,0.7449139423625533
simulation,1,0.17599373706090324
simulation,0,0.3513499519887352
simulation,1,0.31864423784157403
simulation,1,0.5599496311017511
simulation,1,0.5173032503130846
simulation,0,0.24328961357896295
simulation,1,0.5654107930370716
simulation,0,0.520008936532393
simulation,0,0.13191135277291482
simulation,0,0.12502437086153861
simulation,0,0.4260812429555999
simulation,1,0.4058040429667281
simulation,1,0.3709011530452247
simulation,1,0.4383659986133441
simulation,1,0.5938367239162662
simulation,1,0.6268894122125979
simulation,0,0.19983181056949734
simulation,0,0.16999902686943702
simulation,0,0.16522237708920853
simulation,1,0.4297706694000802
simulation,1,0.6765268169305539
simulation,1,0.3233355529642727
simulation,0,0.06585642062347698
simulation,0,0.10736099015163397
simulation,0,0.22354343686099754
simulation,1,0.3894786754973938
simulation,1,0.3415074672627384
simulation,1,0.5148355653901099
simulation,0,0.44239044009733675
simulation,1,0.6385134736105381
simulation,0,0.2659389797545881
simulation,0,0.18906885379500382
simulation,0,0.4693805258339644
simulation,0,0.1640230206959747
simulation,0,0.4894878201367997
simulation,0,0.41221989468345266
simulation,0,0.4159893966057995
simulation,1,0.7274008630941491
simulation,0,0.3044272319191192
simulation,1,0.829977742935226
simulation,1,0.3846620086494058
simulation,0,0.17436122177178653
simulation,1,0.46720691969795214
simulation,0,0.2907476192000336
simulation,1,0.24255335542843362
simulation,1,0.5504463101660818
simulation,1,0.5746917248458598
simulation,0,0.2770595408731116
simulation,1,0.6888827646869758
simulation,0,0.7335800137818805
simulation,1,0.7578087306872734
simulation,1,0.5237374845183459
simulation,1,0.7736244727826092
simulation,0,0.07612320674400894
simulation,1,0.296834398403783
simulation,0,0.21175871878687627
simulation,0,0.3479506983201816
simulation,1,0.285222806360716
simulation,1,0.38485349407591446
simulation,1,0.7307840518609527
simulation,0,0.45908768947966094
simulation,0,0.5659572692369695
simulation,0,0.34267380486138277
simulation,0,0.4532438029022457
simulation,0,0.4545888533560105
simulation,1,0.5728309881649732
simulation,0,0.7564280411008921
simulation,0,0.8334868728930657
simulation,1,0.5198497995869001
